G,R,X,Y,GR,UID,TR,qw,qb,X_count,Y_count,Y_count_resolve,First 200,,,,,,MW,MB,FW,FB
F,W,-0.656914446,-0.752548982,FW,323,W,0,0,-0.656914446,-0.859697216,-0.859697216,0,,,,,,0,0,1,0
M,W,0.180541211,0.201236841,MW,822,W,0,0,-0.847875508,-0.860846594,-0.018807118,0,,,,,,1,0,0,0
F,B,-0.87813643,-0.861027701,FB,49,B,0,1,-0.87813643,-0.861027701,-0.861027701,1,,,,,,0,0,0,1
M,W,0.214291807,0.201046655,MW,634,W,0,0,-0.814124912,-0.861036779,-0.018997304,0,,,,,,1,0,0,0
F,W,-0.706944738,-0.754170346,FW,1924,W,0,0,-0.706944738,-0.86131858,-0.86131858,0,,,,,,0,0,1,0
M,B,0.103699542,0.124608534,MB,1011,B,0,1,-0.924717177,-0.86185568,-0.019816205,0,,,,,,0,1,0,0
F,W,-0.59879585,-0.755537314,FW,220,W,0,0,-0.59879585,-0.862685548,-0.862685548,0,,,,,,0,0,1,0
M,W,0.365385065,0.196709848,MW,305,W,0,0,-0.663031654,-0.865373586,-0.023334111,0,,,,,,1,0,0,0
F,W,-0.744539355,-0.758288472,FW,915,W,0,0,-0.744539355,-0.865436706,-0.865436706,0,,,,,,0,0,1,0
M,W,0.302645933,0.196124584,MW,1477,W,0,0,-0.725770786,-0.86595885,-0.023919375,0,,,,,,1,0,0,0
F,B,-0.710678647,-0.86928568,FB,923,B,0,1,-0.710678647,-0.86928568,-0.86928568,0,,,,,,0,0,0,1
F,W,-0.76089948,-0.762359429,FW,1470,W,0,0,-0.76089948,-0.869507663,-0.869507663,0,,,,,,0,0,1,0
F,W,-0.824124107,-0.764971581,FW,264,W,0,0,-0.824124107,-0.872119815,-0.872119815,0,,,,,,0,0,1,0
M,W,0.208790883,0.189298687,MW,1398,W,0,0,-0.819625835,-0.872784748,-0.030745273,0,,,,,,1,0,0,0
M,W,0.190725796,0.188829333,MW,375,W,0,0,-0.837690923,-0.873254102,-0.031214627,0,,,,,,1,0,0,0
M,B,0.044269736,0.112529889,MB,1317,B,0,1,-0.984146983,-0.873934325,-0.03189485,0,,,,,,0,1,0,0
F,W,-0.928991477,-0.767211987,FW,561,W,0,0,-0.928991477,-0.874360222,-0.874360222,0,,,,,,0,0,1,0
F,W,-0.884514163,-0.767578081,FW,1976,W,0,0,-0.884514163,-0.874726315,-0.874726315,0,,,,,,0,0,1,0
M,W,0.225247256,0.186922902,MW,1197,W,0,0,-0.803169463,-0.875160532,-0.033121057,0,,,,,,1,0,0,0
M,B,0.162276313,0.110577368,MB,1066,B,0,1,-0.866140406,-0.875886846,-0.033847371,0,,,,,,0,1,0,0
M,W,0.42398031,0.185769305,MW,168,W,0,0,-0.604436409,-0.876314129,-0.034274654,1,,,,,,1,0,0,0
M,W,0.112825617,0.185412474,MW,523,W,0,0,-0.915591102,-0.87667096,-0.034631485,0,,,,,,1,0,0,0
M,B,0.409041146,0.109476167,MB,1866,B,0,1,-0.619375573,-0.876988047,-0.034948572,0,,,,,,0,1,0,0
M,W,0.141297718,0.184994126,MW,433,W,0,0,-0.887119001,-0.877089308,-0.035049833,0,,,,,,1,0,0,0
F,W,-0.759554938,-0.770135085,FW,835,W,0,0,-0.759554938,-0.87728332,-0.87728332,0,,,,,,0,0,1,0
M,W,0.445200565,0.18357068,MW,1675,W,0,0,-0.583216154,-0.878512754,-0.036473279,0,,,,,,1,0,0,0
M,B,0.176133693,0.107689307,MB,1118,B,0,1,-0.852283026,-0.878774907,-0.036735432,0,,,,,,0,1,0,0
F,W,-1.069183802,-0.77165001,FW,1601,W,0,0,-1.069183802,-0.878798244,-0.878798244,0,,,,,,0,0,1,0
M,B,0.345193044,0.107279281,MB,1861,B,0,1,-0.683223675,-0.879184934,-0.037145458,0,,,,,,0,1,0,0
M,W,0.054887185,0.182336126,MW,1577,W,0,0,-0.973529534,-0.879747308,-0.037707833,0,,,,,,1,0,0,0
M,W,0.100245246,0.182103309,MW,253,W,0,0,-0.928171472,-0.879980125,-0.03794065,0,,,,,,1,0,0,0
M,W,0.4744127,0.181530068,MW,1003,W,0,0,-0.554004019,-0.880553366,-0.038513891,0,,,,,,1,0,0,0
M,B,0.137413121,0.103330417,MB,965,B,0,1,-0.891003598,-0.883133797,-0.041094322,0,,,,,,0,1,0,0
M,B,-0.01813318,0.10129449,MB,197,B,0,1,-1.046549899,-0.885169725,-0.043130249,1,,,,,,0,1,0,0
F,B,-0.888900139,-0.885201295,FB,300,B,0,1,-0.888900139,-0.885201295,-0.885201295,0,,,,,,0,0,0,1
M,B,0.421546323,0.100653181,MB,1582,B,0,1,-0.606870396,-0.885811033,-0.043771558,0,,,,,,0,1,0,0
M,W,0.239953912,0.175681183,MW,893,W,0,0,-0.788462807,-0.886402251,-0.044362776,0,,,,,,1,0,0,0
M,B,0.314998607,0.099196075,MB,846,B,0,1,-0.713418112,-0.88726814,-0.045228665,0,,,,,,0,1,0,0
F,W,-0.794921166,-0.780373941,FW,867,W,0,0,-0.794921166,-0.887522175,-0.887522175,0,,,,,,0,0,1,0
M,W,0.128478243,0.173895994,MW,387,W,0,0,-0.899938475,-0.88818744,-0.046147965,0,,,,,,1,0,0,0
M,B,0.357807378,0.097523215,MB,1212,B,0,1,-0.670609341,-0.888941,-0.046901524,0,,,,,,0,1,0,0
F,B,-0.867550925,-0.890968764,FB,371,B,0,1,-0.867550925,-0.890968764,-0.890968764,0,,,,,,0,0,0,1
M,W,0.144985984,0.170640058,MW,334,W,0,0,-0.883430735,-0.891443377,-0.049403902,0,,,,,,1,0,0,0
M,W,0.248232382,0.166454844,MW,505,W,0,0,-0.780184337,-0.89562859,-0.053589115,0,,,,,,1,0,0,0
M,B,0.107081944,0.090515229,MB,540,B,0,1,-0.921334775,-0.895948986,-0.05390951,0,,,,,,0,1,0,0
M,W,0.275029695,0.166011135,MW,910,W,0,0,-0.753387024,-0.8960723,-0.054032824,0,,,,,,1,0,0,0
M,W,0.196354146,0.164053861,MW,60,W,0,0,-0.832062573,-0.898029573,-0.055990098,1,,,,,,1,0,0,0
M,B,0.169934565,0.088376429,MB,1969,B,0,1,-0.858482154,-0.898087785,-0.05604831,0,,,,,,0,1,0,0
M,W,0.28539607,0.163865711,MW,1283,W,0,0,-0.743020649,-0.898217724,-0.056178249,0,,,,,,1,0,0,0
F,W,-0.986982679,-0.792375358,FW,257,W,0,0,-0.986982679,-0.899523592,-0.899523592,0,,,,,,0,0,1,0
F,W,-1.044464682,-0.79484196,FW,1309,W,0,0,-1.044464682,-0.901990194,-0.901990194,0,,,,,,0,0,1,0
F,W,-0.939981889,-0.796052365,FW,1494,W,0,0,-0.939981889,-0.903200599,-0.903200599,0,,,,,,0,0,1,0
M,W,0.193984989,0.158732871,MW,1649,W,0,0,-0.83443173,-0.903350563,-0.061311088,0,,,,,,1,0,0,0
M,W,0.215317058,0.158683818,MW,1410,W,0,0,-0.813099661,-0.903399616,-0.061360141,0,,,,,,1,0,0,0
F,W,-0.891962201,-0.796634389,FW,804,W,0,0,-0.891962201,-0.903782623,-0.903782623,0,,,,,,0,0,1,0
M,W,0.254155595,0.157562542,MW,1073,W,0,0,-0.774261124,-0.904520892,-0.062481417,0,,,,,,1,0,0,0
M,B,0.000925006,0.081675547,MB,1551,B,0,1,-1.027491713,-0.904788667,-0.062749192,0,,,,,,0,1,0,0
M,B,0.327619783,0.081487736,MB,791,B,0,1,-0.700796936,-0.904976479,-0.062937004,0,,,,,,0,1,0,0
M,W,0.132610943,0.153021767,MW,1793,W,0,0,-0.895805776,-0.909061667,-0.067022192,0,,,,,,1,0,0,0
M,W,0.271445833,0.151553329,MW,169,W,0,0,-0.756970886,-0.910530105,-0.06849063,1,,,,,,1,0,0,0
M,W,0.201382252,0.151368719,MW,1145,W,0,0,-0.827034467,-0.910714716,-0.068675241,0,,,,,,1,0,0,0
M,B,0.286101177,0.075494323,MB,1383,B,0,1,-0.742315542,-0.910969891,-0.068930416,0,,,,,,0,1,0,0
F,W,-0.887780532,-0.803889303,FW,1156,W,0,0,-0.887780532,-0.911037537,-0.911037537,0,,,,,,0,0,1,0
M,B,0.223843719,0.075191897,MB,1962,B,0,1,-0.804573,-0.911272318,-0.069232842,0,,,,,,0,1,0,0
F,W,-0.752080062,-0.804796087,FW,1036,W,0,0,-0.752080062,-0.911944321,-0.911944321,0,,,,,,0,0,1,0
M,W,0.297245263,0.148834683,MW,668,W,0,0,-0.731171456,-0.913248751,-0.071209276,0,,,,,,1,0,0,0
M,B,0.166474405,0.073017054,MB,931,B,0,1,-0.861942314,-0.91344716,-0.071407685,0,,,,,,0,1,0,0
M,W,0.195842485,0.148603738,MW,418,W,0,0,-0.832574233,-0.913479696,-0.071440221,0,,,,,,1,0,0,0
M,B,0.206558275,0.072155384,MB,29,B,0,1,-0.821858444,-0.91430883,-0.072269355,1,,,,,,0,1,0,0
F,B,-0.899959735,-0.914568092,FB,229,B,0,1,-0.899959735,-0.914568092,-0.914568092,0,,,,,,0,0,0,1
M,B,0.197592999,0.069877285,MB,1280,B,0,1,-0.83082372,-0.916586929,-0.074547454,0,,,,,,0,1,0,0
F,W,-0.572015543,-0.811189164,FW,1296,W,0,0,-0.572015543,-0.918337398,-0.918337398,0,,,,,,0,0,1,0
M,W,0.131135199,0.142691627,MW,1061,W,0,0,-0.89728152,-0.919391807,-0.077352332,0,,,,,,1,0,0,0
M,W,0.21849767,0.142549712,MW,254,W,0,0,-0.809919049,-0.919533722,-0.077494247,0,,,,,,1,0,0,0
M,W,0.545159091,0.142396563,MW,1399,W,0,0,-0.483257628,-0.919686871,-0.077647396,0,,,,,,1,0,0,0
M,W,0.187146906,0.142068687,MW,22,W,0,0,-0.841269813,-0.920014747,-0.077975272,1,,,,,,1,0,0,0
F,W,-0.804127149,-0.813686628,FW,1769,W,0,0,-0.804127149,-0.920834862,-0.920834862,0,,,,,,0,0,1,0
M,W,0.061027779,0.140983949,MW,1135,W,0,0,-0.96738894,-0.921099485,-0.07906001,0,,,,,,1,0,0,0
F,W,-1.083828646,-0.81473431,FW,936,W,0,0,-1.083828646,-0.921882544,-0.921882544,0,,,,,,0,0,1,0
M,B,0.287899758,0.064428244,MB,48,B,0,1,-0.740516961,-0.92203597,-0.079996495,1,,,,,,0,1,0,0
F,B,-0.945599991,-0.922583893,FB,1623,B,0,1,-0.945599991,-0.922583893,-0.922583893,0,,,,,,0,0,0,1
M,B,0.175712517,0.063818943,MB,1369,B,0,1,-0.852704202,-0.922645271,-0.080605796,0,,,,,,0,1,0,0
M,W,0.026021223,0.139220328,MW,536,W,0,0,-1.002395496,-0.922863106,-0.080823631,0,,,,,,1,0,0,0
M,B,0.161166424,0.063482331,MB,1816,B,0,1,-0.867250295,-0.922981883,-0.080942408,0,,,,,,0,1,0,0
M,B,0.179248245,0.063279551,MB,571,B,0,1,-0.849168474,-0.923184663,-0.081145188,0,,,,,,0,1,0,0
F,B,-0.88285012,-0.923333062,FB,1955,B,0,1,-0.88285012,-0.923333062,-0.923333062,0,,,,,,0,0,0,1
M,W,0.269346616,0.138154807,MW,758,W,0,0,-0.759070103,-0.923928628,-0.081889152,0,,,,,,1,0,0,0
M,B,0.193537188,0.059463945,MB,760,B,0,1,-0.834879531,-0.927000269,-0.084960794,0,,,,,,0,1,0,0
F,W,-0.801251853,-0.820110489,FW,1211,W,0,0,-0.801251853,-0.927258723,-0.927258723,0,,,,,,0,0,1,0
M,W,-0.043182119,0.13365651,MW,768,W,0,0,-1.071598838,-0.928426925,-0.08638745,0,,,,,,1,0,0,0
F,B,-1.117091889,-0.92888506,FB,1759,B,0,1,-1.117091889,-0.92888506,-0.92888506,0,,,,,,0,0,0,1
M,W,-0.076973051,0.13169913,MW,329,W,0,0,-1.10538977,-0.930384305,-0.08834483,0,,,,,,1,0,0,0
M,B,0.125617579,0.054455401,MB,177,B,0,1,-0.90279914,-0.932008813,-0.089969338,1,,,,,,0,1,0,0
F,W,-0.992139826,-0.825388148,FW,1897,W,0,0,-0.992139826,-0.932536382,-0.932536382,0,,,,,,0,0,1,0
M,W,0.173534705,0.126975073,MW,1455,W,0,0,-0.854882014,-0.935108361,-0.093068886,0,,,,,,1,0,0,0
F,B,-1.262671589,-0.935855911,FB,79,B,0,1,-1.262671589,-0.935855911,-0.935855911,1,,,,,,0,0,0,1
M,W,0.177361026,0.125121379,MW,726,W,0,0,-0.851055693,-0.936962055,-0.09492258,0,,,,,,1,0,0,0
M,W,0.480467548,0.125082188,MW,959,W,0,0,-0.547949171,-0.937001247,-0.094961772,0,,,,,,1,0,0,0
M,W,0.123930632,0.121324209,MW,42,W,0,0,-0.904486087,-0.940759226,-0.09871975,1,,,,,,1,0,0,0
M,B,0.244366252,0.045172543,MB,54,B,0,1,-0.784050467,-0.941291671,-0.099252196,1,,,,,,0,1,0,0
M,B,0.336302549,0.044942478,MB,466,B,0,1,-0.69211417,-0.941521736,-0.099482261,0,,,,,,0,1,0,0
F,B,-1.011284401,-0.941528221,FB,558,B,0,1,-1.011284401,-0.941528221,-0.941528221,0,,,,,,0,0,0,1
M,W,-0.160546509,0.120503605,MW,1877,W,0,0,-1.188963228,-0.941579829,-0.099540354,0,,,,,,1,0,0,0
M,B,0.175372055,0.044607447,MB,347,B,0,1,-0.853044664,-0.941856767,-0.099817292,0,,,,,,0,1,0,0
F,B,-0.828423496,-0.941880761,FB,660,B,0,1,-0.828423496,-0.941880761,-0.941880761,0,,,,,,0,0,0,1
M,B,0.173519333,0.03858874,MB,38,B,0,1,-0.854897386,-0.947875474,-0.105835999,1,,,,,,0,1,0,0
F,B,-1.165663362,-0.947938473,FB,1345,B,0,1,-1.165663362,-0.947938473,-0.947938473,0,,,,,,0,0,0,1
M,B,0.428146759,0.035179827,MB,301,B,0,1,-0.60026996,-0.951284388,-0.109244912,0,,,,,,0,1,0,0
F,W,-0.921840598,-0.844731649,FW,1815,W,0,0,-0.921840598,-0.951879883,-0.951879883,0,,,,,,0,0,1,0
F,W,-0.876922341,-0.845174667,FW,1438,W,0,0,-0.876922341,-0.952322901,-0.952322901,0,,,,,,0,0,1,0
F,B,-0.943553709,-0.953412517,FB,1479,B,0,1,-0.943553709,-0.953412517,-0.953412517,0,,,,,,0,0,0,1
M,W,0.135227176,0.10806112,MW,1043,W,0,0,-0.893189543,-0.954022314,-0.111982839,0,,,,,,1,0,0,0
M,B,0.32248608,0.03120924,MB,355,B,0,1,-0.705930639,-0.955254974,-0.113215499,0,,,,,,0,1,0,0
M,W,0.156194222,0.106679536,MW,738,W,0,0,-0.872222497,-0.955403898,-0.113364423,0,,,,,,1,0,0,0
M,B,0.139535518,0.030856879,MB,1344,B,0,1,-0.888881201,-0.955607335,-0.11356786,0,,,,,,0,1,0,0
M,W,0.100126739,0.106091209,MW,1580,W,0,0,-0.928289979,-0.955992225,-0.11395275,0,,,,,,1,0,0,0
F,W,-1.102440931,-0.84896315,FW,1478,W,0,0,-1.102440931,-0.956111384,-0.956111384,0,,,,,,0,0,1,0
F,B,-1.206476487,-0.95633763,FB,1640,B,0,1,-1.206476487,-0.95633763,-0.95633763,0,,,,,,0,0,0,1
M,W,0.105551822,0.105439131,MW,582,W,0,0,-0.922864897,-0.956644303,-0.114604828,0,,,,,,1,0,0,0
M,W,0.165626716,0.105211683,MW,947,W,0,0,-0.862790003,-0.956871751,-0.114832276,0,,,,,,1,0,0,0
M,W,0.281425035,0.104280046,MW,1165,W,0,0,-0.746991684,-0.957803388,-0.115763913,0,,,,,,1,0,0,0
M,B,0.032076744,0.02802055,MB,1016,B,0,1,-0.996339975,-0.958443665,-0.116404189,0,,,,,,0,1,0,0
F,W,-0.765551823,-0.85181406,FW,30,W,0,0,-0.765551823,-0.958962294,-0.958962294,1,,,,,,0,0,1,0
M,B,0.151719168,0.027450016,MB,1768,B,0,1,-0.876697551,-0.959014198,-0.116974723,0,,,,,,0,1,0,0
F,B,-1.128614112,-0.959843468,FB,1806,B,0,1,-1.128614112,-0.959843468,-0.959843468,0,,,,,,0,0,0,1
M,W,0.298356789,0.10209712,MW,1152,W,0,0,-0.73005993,-0.959986314,-0.117946839,0,,,,,,1,0,0,0
F,W,-1.005267539,-0.854109191,FW,1010,W,0,0,-1.005267539,-0.961257425,-0.961257425,0,,,,,,0,0,1,0
F,W,-1.016839174,-0.854419783,FW,609,W,0,0,-1.016839174,-0.961568017,-0.961568017,0,,,,,,0,0,1,0
M,B,0.158465936,0.022593545,MB,160,B,0,1,-0.869950783,-0.96387067,-0.121831195,1,,,,,,0,1,0,0
M,W,0.268715649,0.096162045,MW,1651,W,0,0,-0.75970107,-0.965921389,-0.123881914,0,,,,,,1,0,0,0
M,B,0.072198149,0.01686634,MB,438,B,0,1,-0.95621857,-0.969597874,-0.127558399,0,,,,,,0,1,0,0
F,W,-1.191168878,-0.862874661,FW,592,W,0,0,-1.191168878,-0.970022895,-0.970022895,0,,,,,,0,0,1,0
F,B,-1.248270038,-0.971216586,FB,1430,B,0,1,-1.248270038,-0.971216586,-0.971216586,0,,,,,,0,0,0,1
M,B,0.063780972,0.014539919,MB,429,B,0,1,-0.964635747,-0.971924295,-0.12988482,0,,,,,,0,1,0,0
F,W,-0.824334811,-0.865643834,FW,1686,W,0,0,-0.824334811,-0.972792068,-0.972792068,0,,,,,,0,0,1,0
M,W,0.250762999,0.089052329,MW,147,W,0,0,-0.77765372,-0.973031105,-0.13099163,1,,,,,,1,0,0,0
M,B,-0.023274718,0.010128406,MB,567,B,0,1,-1.051691437,-0.976335808,-0.134296333,0,,,,,,0,1,0,0
M,W,-0.048705589,0.085460167,MW,525,W,0,0,-1.077122308,-0.976623267,-0.134583792,0,,,,,,1,0,0,0
M,B,0.486730768,0.009401902,MB,1719,B,0,1,-0.541685951,-0.977062313,-0.135022837,0,,,,,,0,1,0,0
F,B,-1.288710754,-0.977095272,FB,1608,B,0,1,-1.288710754,-0.977095272,-0.977095272,0,,,,,,0,0,0,1
M,B,-0.10876864,0.008725269,MB,1729,B,0,1,-1.137185359,-0.977738945,-0.13569947,0,,,,,,0,1,0,0
M,W,-0.007539695,0.083561019,MW,1008,W,0,0,-1.035956414,-0.978522416,-0.13648294,0,,,,,,1,0,0,0
F,B,-0.702886631,-0.979391334,FB,711,B,0,1,-0.702886631,-0.979391334,-0.979391334,0,,,,,,0,0,0,1
M,W,-0.046487975,0.081841733,MW,534,W,0,0,-1.074904694,-0.980241701,-0.138202226,0,,,,,,1,0,0,0
M,W,0.37864664,0.081723107,MW,793,W,0,0,-0.649770079,-0.980360327,-0.138320852,0,,,,,,1,0,0,0
M,B,0.382643185,0.005692279,MB,944,B,0,1,-0.645773534,-0.980771936,-0.138732461,0,,,,,,0,1,0,0
F,W,-1.015537865,-0.873790639,FW,1506,W,0,0,-1.015537865,-0.980938873,-0.980938873,0,,,,,,0,0,1,0
F,W,-1.11729926,-0.873885764,FW,248,W,0,0,-1.11729926,-0.981033998,-0.981033998,0,,,,,,0,0,1,0
M,B,0.098127401,0.005066958,MB,1178,B,0,1,-0.930289318,-0.981397256,-0.139357781,0,,,,,,0,1,0,0
F,W,-0.763363546,-0.874328234,FW,1633,W,0,0,-0.763363546,-0.981476468,-0.981476468,0,,,,,,0,0,1,0
M,W,0.229751202,0.080524404,MW,317,W,0,0,-0.798665517,-0.981559031,-0.139519555,0,,,,,,1,0,0,0
F,W,-0.825908655,-0.874478168,FW,1726,W,0,0,-0.825908655,-0.981626402,-0.981626402,0,,,,,,0,0,1,0
F,W,-0.957452393,-0.874795156,FW,1446,W,0,0,-0.957452393,-0.98194339,-0.98194339,0,,,,,,0,0,1,0
F,B,-0.879569533,-0.982255641,FB,1223,B,0,1,-0.879569533,-0.982255641,-0.982255641,0,,,,,,0,0,0,1
M,W,0.082457018,0.079534615,MW,1237,W,0,0,-0.945959701,-0.982548819,-0.140509344,0,,,,,,1,0,0,0
F,W,-1.03306207,-0.875411297,FW,1544,W,0,0,-1.03306207,-0.982559531,-0.982559531,0,,,,,,0,0,1,0
M,W,0.150116102,0.079300352,MW,1836,W,0,0,-0.878300617,-0.982783082,-0.140743607,0,,,,,,1,0,0,0
F,W,-0.794320257,-0.875946988,FW,513,W,0,0,-0.794320257,-0.983095222,-0.983095222,0,,,,,,0,0,1,0
M,B,0.15442561,0.002617782,MB,342,B,0,1,-0.873991109,-0.983846433,-0.141806957,0,,,,,,0,1,0,0
M,W,0.08009026,0.076019756,MW,1109,W,0,0,-0.948326459,-0.986063679,-0.144024203,0,,,,,,1,0,0,0
M,B,0.110257236,-0.000472382,MB,1018,B,0,1,-0.918159483,-0.986936597,-0.144897122,0,,,,,,0,1,0,0
F,B,-1.025743579,-0.988393566,FB,727,B,0,1,-1.025743579,-0.988393566,-0.988393566,0,,,,,,0,0,0,1
M,W,0.030681026,0.073631887,MW,295,W,0,0,-0.997735693,-0.988451548,-0.146412072,0,,,,,,1,0,0,0
M,W,-0.030974379,0.071867296,MW,1588,W,0,0,-1.059391098,-0.990216139,-0.148176664,0,,,,,,1,0,0,0
F,B,-1.247886285,-0.99136168,FB,308,B,0,1,-1.247886285,-0.99136168,-0.99136168,0,,,,,,0,0,0,1
M,W,0.000420799,0.070282044,MW,1185,W,0,0,-1.027995919,-0.99180139,-0.149761915,0,,,,,,1,0,0,0
M,B,0.332568779,-0.006178491,MB,453,B,0,1,-0.69584794,-0.992642705,-0.15060323,0,,,,,,0,1,0,0
M,W,0.366874302,0.069147469,MW,935,W,0,0,-0.661542417,-0.992935965,-0.15089649,0,,,,,,1,0,0,0
M,W,0.057169852,0.068966608,MW,1963,W,0,0,-0.971246867,-0.993116827,-0.151077351,0,,,,,,1,0,0,0
F,B,-0.92394576,-0.994329722,FB,439,B,0,1,-0.92394576,-0.994329722,-0.994329722,0,,,,,,0,0,0,1
F,B,-1.140121415,-0.994568796,FB,1931,B,0,1,-1.140121415,-0.994568796,-0.994568796,0,,,,,,0,0,0,1
M,W,0.08544759,0.066533743,MW,973,W,0,0,-0.942969129,-0.995549691,-0.153510216,0,,,,,,1,0,0,0
F,W,-0.970717877,-0.888474539,FW,617,W,0,0,-0.970717877,-0.995622773,-0.995622773,0,,,,,,0,0,1,0
M,W,0.114626024,0.06576512,MW,1565,W,0,0,-0.913790695,-0.996318314,-0.154278839,0,,,,,,1,0,0,0
M,W,0.032506163,0.065516724,MW,588,W,0,0,-0.995910556,-0.996566711,-0.154527235,0,,,,,,1,0,0,0
M,W,0.10157289,0.064825774,MW,275,W,0,0,-0.926843829,-0.99725766,-0.155218185,0,,,,,,1,0,0,0
M,B,-0.105725546,-0.010815954,MB,1913,B,0,1,-1.134142265,-0.997280168,-0.155240693,0,,,,,,0,1,0,0
F,B,-0.969625796,-0.998880659,FB,1231,B,0,1,-0.969625796,-0.998880659,-0.998880659,0,,,,,,0,0,0,1
F,W,-1.134193189,-0.893426738,FW,1084,W,0,0,-1.134193189,-1.000574972,-1.000574972,0,,,,,,0,0,1,0
M,B,0.212348313,-0.014570689,MB,543,B,0,1,-0.816068405,-1.001034904,-0.158995428,0,,,,,,0,1,0,0
F,W,-0.969019579,-0.893942961,FW,672,W,0,0,-0.969019579,-1.001091195,-1.001091195,0,,,,,,0,0,1,0
M,B,0.093852743,-0.014977502,MB,1122,B,0,1,-0.934563976,-1.001441717,-0.159402241,0,,,,,,0,1,0,0
M,W,0.324385416,0.060027469,MW,1709,W,0,0,-0.704031303,-1.002055966,-0.16001649,0,,,,,,1,0,0,0
M,W,-0.060420037,0.059487232,MW,897,W,0,0,-1.088836756,-1.002596203,-0.160556727,0,,,,,,1,0,0,0
F,W,-0.711512299,-0.896385535,FW,273,W,0,0,-0.711512299,-1.003533769,-1.003533769,0,,,,,,0,0,1,0
M,W,-0.156326393,0.058052402,MW,644,W,0,0,-1.184743112,-1.004031033,-0.161991558,0,,,,,,1,0,0,0
M,W,0.040714676,0.057597467,MW,1683,W,0,0,-0.987702043,-1.004485967,-0.162446492,0,,,,,,1,0,0,0
M,W,0.075872183,0.054619478,MW,670,W,0,0,-0.952544536,-1.007463957,-0.165424482,0,,,,,,1,0,0,0
M,W,-0.165595671,0.054428342,MW,1536,W,0,0,-1.19401239,-1.007655093,-0.165615617,0,,,,,,1,0,0,0
F,W,-0.826536726,-0.901986436,FW,686,W,0,0,-0.826536726,-1.00913467,-1.00913467,0,,,,,,0,0,1,0
M,W,0.141276261,0.052927524,MW,123,W,0,0,-0.887140458,-1.00915591,-0.167116435,1,,,,,,1,0,0,0
M,B,0.033170106,-0.023268984,MB,1482,B,0,1,-0.995246613,-1.009733199,-0.167693723,0,,,,,,0,1,0,0
F,B,-0.810059637,-1.010476289,FB,386,B,0,1,-0.810059637,-1.010476289,-1.010476289,0,,,,,,0,0,0,1
F,B,-0.819503768,-1.01097258,FB,1933,B,0,1,-0.819503768,-1.01097258,-1.01097258,0,,,,,,0,0,0,1
F,W,-0.778268959,-0.905403271,FW,929,W,0,0,-0.778268959,-1.012551505,-1.012551505,0,,,,,,0,0,1,0
F,W,-1.00354869,-0.905918685,FW,563,W,0,0,-1.00354869,-1.013066919,-1.013066919,0,,,,,,0,0,1,0
F,W,-0.900778652,-0.906794076,FW,1013,W,0,0,-0.900778652,-1.01394231,-1.01394231,0,,,,,,0,0,1,0
M,B,0.156874457,-0.027877108,MB,782,B,0,1,-0.871542262,-1.014341322,-0.172301847,0,,,,,,0,1,0,0
M,B,0.010354499,-0.028238423,MB,232,B,0,1,-1.01806222,-1.014702637,-0.172663162,0,,,,,,0,1,0,0
M,B,-0.150264283,-0.028343548,MB,581,B,0,1,-1.178681002,-1.014807762,-0.172768287,0,,,,,,0,1,0,0
F,W,-1.119472798,-0.907864606,FW,95,W,0,0,-1.119472798,-1.01501284,-1.01501284,1,,,,,,0,0,1,0
M,W,0.102905981,0.046488447,MW,636,W,0,0,-0.925510738,-1.015594987,-0.173555512,0,,,,,,1,0,0,0
F,B,-0.852098456,-1.016634299,FB,176,B,0,1,-0.852098456,-1.016634299,-1.016634299,1,,,,,,0,0,0,1
M,W,0.154288562,0.045392819,MW,701,W,0,0,-0.874128157,-1.016690616,-0.17465114,0,,,,,,1,0,0,0
F,B,-1.017557483,-1.01788892,FB,1443,B,0,1,-1.017557483,-1.01788892,-1.01788892,0,,,,,,0,0,0,1
M,B,0.133402449,-0.031436171,MB,891,B,0,1,-0.89501427,-1.017900385,-0.17586091,0,,,,,,0,1,0,0
M,W,0.264649358,0.043636045,MW,1672,W,0,0,-0.763767361,-1.018447389,-0.176407914,0,,,,,,1,0,0,0
F,W,-1.093697281,-0.912507857,FW,1092,W,0,0,-1.093697281,-1.019656091,-1.019656091,0,,,,,,0,0,1,0
M,W,0.130676827,0.042267477,MW,1636,W,0,0,-0.897739892,-1.019815958,-0.177776482,0,,,,,,1,0,0,0
M,W,-0.050186349,0.040968209,MW,1040,W,0,0,-1.078603068,-1.021115226,-0.17907575,0,,,,,,1,0,0,0
M,W,0.284546603,0.040145104,MW,1365,W,0,0,-0.743870116,-1.021938331,-0.179898855,0,,,,,,1,0,0,0
M,W,-0.125794998,0.039441896,MW,1647,W,0,0,-1.154211717,-1.022641538,-0.180602063,0,,,,,,1,0,0,0
M,B,-0.022642558,-0.036424247,MB,1801,B,0,1,-1.051059277,-1.022888462,-0.180848986,0,,,,,,0,1,0,0
M,W,-0.221203952,0.038381129,MW,1943,W,0,0,-1.249620671,-1.023702305,-0.18166283,0,,,,,,1,0,0,0
F,W,-0.967275962,-0.917582505,FW,1754,W,0,0,-0.967275962,-1.024730739,-1.024730739,0,,,,,,0,0,1,0
M,W,0.03130226,0.036782043,MW,159,W,0,0,-0.997114459,-1.025301391,-0.183261916,1,,,,,,1,0,0,0
